border,arm,draw,gas_sigma,co2_sigma,mean_spread,separated_pct,hours
DE_LU-AT,cnec,36,-0.744382,-1.086713,7.969759,76.388889,288
DE_LU-CH,cnec,36,-0.744382,-1.086713,10.830808,52.083333,288
FR-BE,cnec,36,-0.744382,-1.086713,-19.520424,88.194444,288
FR-CH,cnec,36,-0.744382,-1.086713,-14.343735,48.263889,288
NL-BE,cnec,36,-0.744382,-1.086713,1.912928,87.500000,288
AT-CH,cnec,36,-0.744382,-1.086713,2.861049,51.388889,288
AT-CZ,cnec,36,-0.744382,-1.086713,-17.257174,89.930556,288
CZ-PL,cnec,36,-0.744382,-1.086713,-5.062819,69.097222,288
DE_LU-FR,cnec,37,0.987486,-0.067784,32.953486,88.888889,288
DE_LU-PL,cnec,37,0.987486,-0.067784,-11.473035,90.277778,288
DE_LU-CZ,cnec,37,0.987486,-0.067784,-8.073193,88.888889,288
DE_LU-NL,cnec,37,0.987486,-0.067784,2.415756,80.902778,288
DE_LU-BE,cnec,37,0.987486,-0.067784,3.419562,87.847222,288
DE_LU-AT,cnec,37,0.987486,-0.067784,10.286491,80.902778,288
DE_LU-CH,cnec,37,0.987486,-0.067784,14.416527,53.819444,288
FR-BE,cnec,37,0.987486,-0.067784,-29.533924,88.888889,288
FR-CH,cnec,37,0.987486,-0.067784,-18.536959,46.875000,288
NL-BE,cnec,37,0.987486,-0.067784,1.003806,86.111111,288
AT-CH,cnec,37,0.987486,-0.067784,4.130036,54.513889,288
AT-CZ,cnec,37,0.987486,-0.067784,-18.359683,88.541667,288
CZ-PL,cnec,37,0.987486,-0.067784,-3.399842,70.833333,288
DE_LU-FR,cnec,38,-0.121814,0.557868,31.746187,87.847222,288
DE_LU-PL,cnec,38,-0.121814,0.557868,-15.274752,88.194444,288
DE_LU-CZ,cnec,38,-0.121814,0.557868,-10.083516,85.763889,288
DE_LU-NL,cnec,38,-0.121814,0.557868,4.224201,83.680556,288
DE_LU-BE,cnec,38,-0.121814,0.557868,6.766309,89.583333,288
DE_LU-AT,cnec,38,-0.121814,0.557868,9.598122,77.777778,288
DE_LU-CH,cnec,38,-0.121814,0.557868,13.461845,53.819444,288
FR-BE,cnec,38,-0.121814,0.557868,-24.979878,89.583333,288
FR-CH,cnec,38,-0.121814,0.557868,-18.284342,48.611111,288
NL-BE,cnec,38,-0.121814,0.557868,2.542108,87.152778,288
AT-CH,cnec,38,-0.121814,0.557868,3.863723,51.388889,288
AT-CZ,cnec,38,-0.121814,0.557868,-19.681637,89.930556,288
CZ-PL,cnec,38,-0.121814,0.557868,-5.191237,71.527778,288
DE_LU-FR,cnec,39,-0.297779,-0.250337,28.736580,88.194444,288
DE_LU-PL,cnec,39,-0.297779,-0.250337,-14.452098,87.152778,288
DE_LU-CZ,cnec,39,-0.297779,-0.250337,-9.474206,85.763889,288
DE_LU-NL,cnec,39,-0.297779,-0.250337,3.822436,83.680556,288
DE_LU-BE,cnec,39,-0.297779,-0.250337,5.882378,88.194444,288
DE_LU-AT,cnec,39,-0.297779,-0.250337,8.897731,78.125000,288
DE_LU-CH,cnec,39,-0.297779,-0.250337,12.249424,53.819444,288
FR-BE,cnec,39,-0.297779,-0.250337,-22.854202,89.236111,288
FR-CH,cnec,39,-0.297779,-0.250337,-16.487156,48.611111,288
NL-BE,cnec,39,-0.297779,-0.250337,2.059942,86.805556,288
AT-CH,cnec,39,-0.297779,-0.250337,3.351692,51.388889,288
AT-CZ,cnec,39,-0.297779,-0.250337,-18.371937,89.930556,288
CZ-PL,cnec,39,-0.297779,-0.250337,-4.977892,68.402778,288
DE_LU-FR,cnec,40,0.580996,0.974336,34.683174,88.541667,288
DE_LU-PL,cnec,40,0.580996,0.974336,-13.679059,88.541667,288
DE_LU-CZ,cnec,40,0.580996,0.974336,-9.436907,88.541667,288
DE_LU-NL,cnec,40,0.580996,0.974336,3.653577,81.944444,288
DE_LU-BE,cnec,40,0.580996,0.974336,5.717409,87.152778,288
DE_LU-AT,cnec,40,0.580996,0.974336,10.416609,81.944444,288
DE_LU-CH,cnec,40,0.580996,0.974336,14.954515,55.555556,288
FR-BE,cnec,40,0.580996,0.974336,-28.965765,88.194444,288
FR-CH,cnec,40,0.580996,0.974336,-19.728659,47.569444,288
NL-BE,cnec,40,0.580996,0.974336,2.063832,86.111111,288
AT-CH,cnec,40,0.580996,0.974336,4.537907,53.472222,288
AT-CZ,cnec,40,0.580996,0.974336,-19.853516,89.930556,288
CZ-PL,cnec,40,0.580996,0.974336,-4.242152,72.569444,288
DE_LU-FR,cnec,41,-0.158012,-0.715770,27.529522,87.500000,288
DE_LU-PL,cnec,41,-0.158012,-0.715770,-13.296959,84.375000,288
DE_LU-CZ,cnec,41,-0.158012,-0.715770,-8.941375,85.069444,288
DE_LU-NL,cnec,41,-0.158012,-0.715770,3.240382,81.944444,288
DE_LU-BE,cnec,41,-0.158012,-0.715770,4.727048,88.194444,288
DE_LU-AT,cnec,41,-0.158012,-0.715770,8.608272,79.166667,288
DE_LU-CH,cnec,41,-0.158012,-0.715770,11.836548,54.513889,288
FR-BE,cnec,41,-0.158012,-0.715770,-22.802474,89.236111,288
FR-CH,cnec,41,-0.158012,-0.715770,-15.692974,47.916667,288
NL-BE,cnec,41,-0.158012,-0.715770,1.486666,86.805556,288
AT-CH,cnec,41,-0.158012,-0.715770,3.228277,52.083333,288
AT-CZ,cnec,41,-0.158012,-0.715770,-17.549647,87.847222,288
CZ-PL,cnec,41,-0.158012,-0.715770,-4.355584,66.319444,288
DE_LU-FR,cnec,42,-1.443540,-1.096104,24.121794,88.194444,288
DE_LU-PL,cnec,42,-1.443540,-1.096104,-16.476379,86.458333,288
DE_LU-CZ,cnec,42,-1.443540,-1.096104,-9.992238,86.111111,288
DE_LU-NL,cnec,42,-1.443540,-1.096104,4.317736,84.375000,288
DE_LU-BE,cnec,42,-1.443540,-1.096104,6.582730,89.236111,288
DE_LU-AT,cnec,42,-1.443540,-1.096104,8.085235,74.652778,288
DE_LU-CH,cnec,42,-1.443540,-1.096104,10.801447,51.041667,288
FR-BE,cnec,42,-1.443540,-1.096104,-17.539063,88.888889,288
FR-CH,cnec,42,-1.443540,-1.096104,-13.320347,51.041667,288
NL-BE,cnec,42,-1.443540,-1.096104,2.264994,88.888889,288
AT-CH,cnec,42,-1.443540,-1.096104,2.716211,50.347222,288
AT-CZ,cnec,42,-1.443540,-1.096104,-18.077473,89.583333,288
CZ-PL,cnec,42,-1.443540,-1.096104,-6.484141,73.958333,288
DE_LU-FR,cnec,43,-0.236189,0.314682,30.697925,86.805556,288
DE_LU-PL,cnec,43,-0.236189,0.314682,-15.210386,87.847222,288
DE_LU-CZ,cnec,43,-0.236189,0.314682,-9.950738,86.111111,288
DE_LU-NL,cnec,43,-0.236189,0.314682,4.172623,83.680556,288
DE_LU-BE,cnec,43,-0.236189,0.314682,6.640944,88.888889,288
DE_LU-AT,cnec,43,-0.236189,0.314682,9.341993,77.083333,288
DE_LU-CH,cnec,43,-0.236189,0.314682,13.033274,52.430556,288
FR-BE,cnec,43,-0.236189,0.314682,-24.056982,89.236111,288
FR-CH,cnec,43,-0.236189,0.314682,-17.664652,48.263889,288
NL-BE,cnec,43,-0.236189,0.314682,2.468321,87.152778,288
AT-CH,cnec,43,-0.236189,0.314682,3.691280,51.736111,288
AT-CZ,cnec,43,-0.236189,0.314682,-19.292731,90.277778,288
CZ-PL,cnec,43,-0.236189,0.314682,-5.259648,70.486111,288
DE_LU-FR,cnec,44,0.086571,0.184545,30.913609,87.500000,288
DE_LU-PL,cnec,44,0.086571,0.184545,-13.907077,85.069444,288
DE_LU-CZ,cnec,44,0.086571,0.184545,-9.408906,85.763889,288
DE_LU-NL,cnec,44,0.086571,0.184545,3.676523,82.638889,288
DE_LU-BE,cnec,44,0.086571,0.184545,5.637552,88.541667,288
DE_LU-AT,cnec,44,0.086571,0.184545,9.475429,78.819444,288
DE_LU-CH,cnec,44,0.086571,0.184545,13.234482,53.819444,288
FR-BE,cnec,44,0.086571,0.184545,-25.276057,89.236111,288
FR-CH,cnec,44,0.086571,0.184545,-17.679127,47.916667,288
NL-BE,cnec,44,0.086571,0.184545,1.961029,86.805556,288
AT-CH,cnec,44,0.086571,0.184545,3.759053,52.083333,288
AT-CZ,cnec,44,0.086571,0.184545,-18.884335,88.541667,288
CZ-PL,cnec,44,0.086571,0.184545,-4.498171,69.444444,288
DE_LU-FR,cnec,45,0.494676,0.221072,32.269456,88.541667,288
DE_LU-PL,cnec,45,0.494676,0.221072,-12.766220,87.500000,288
DE_LU-CZ,cnec,45,0.494676,0.221072,-8.776918,91.666667,288
DE_LU-NL,cnec,45,0.494676,0.221072,3.166330,82.291667,288
DE_LU-BE,cnec,45,0.494676,0.221072,4.738184,87.152778,288
DE_LU-AT,cnec,45,0.494676,0.221072,9.922385,81.250000,288
DE_LU-CH,cnec,45,0.494676,0.221072,13.959505,54.861111,288
FR-BE,cnec,45,0.494676,0.221072,-27.531272,88.888889,288
FR-CH,cnec,45,0.494676,0.221072,-18.309951,47.222222,288
NL-BE,cnec,45,0.494676,0.221072,1.571854,86.805556,288
AT-CH,cnec,45,0.494676,0.221072,4.037120,53.819444,288
AT-CZ,cnec,45,0.494676,0.221072,-18.699303,91.666667,288
CZ-PL,cnec,45,0.494676,0.221072,-3.989302,72.222222,288
DE_LU-FR,cnec,46,-0.022110,0.393309,31.415413,88.194444,288
DE_LU-PL,cnec,46,-0.022110,0.393309,-14.666755,85.763889,288
DE_LU-CZ,cnec,46,-0.022110,0.393309,-9.802994,86.111111,288
DE_LU-NL,cnec,46,-0.022110,0.393309,3.979196,82.291667,288
DE_LU-BE,cnec,46,-0.022110,0.393309,6.227121,86.805556,288
DE_LU-AT,cnec,46,-0.022110,0.393309,9.478600,77.430556,288
DE_LU-CH,cnec,46,-0.022110,0.393309,13.372348,54.166667,288
FR-BE,cnec,46,-0.022110,0.393309,-25.188292,88.888889,288
FR-CH,cnec,46,-0.022110,0.393309,-18.043065,48.263889,288
NL-BE,cnec,46,-0.022110,0.393309,2.247925,86.111111,288
AT-CH,cnec,46,-0.022110,0.393309,3.893748,51.041667,288
AT-CZ,cnec,46,-0.022110,0.393309,-19.281594,89.583333,288
CZ-PL,cnec,46,-0.022110,0.393309,-4.863761,70.486111,288
DE_LU-FR,cnec,47,-0.330310,-0.796405,26.932502,88.194444,288
DE_LU-PL,cnec,47,-0.330310,-0.796405,-13.658870,87.152778,288
DE_LU-CZ,cnec,47,-0.330310,-0.796405,-9.049456,84.027778,288
DE_LU-NL,cnec,47,-0.330310,-0.796405,3.438402,82.291667,288
DE_LU-BE,cnec,47,-0.330310,-0.796405,5.051992,87.847222,288
DE_LU-AT,cnec,47,-0.330310,-0.796405,8.461697,78.472222,288
DE_LU-CH,cnec,47,-0.330310,-0.796405,11.545410,54.513889,288
FR-BE,cnec,47,-0.330310,-0.796405,-21.880509,88.888889,288
FR-CH,cnec,47,-0.330310,-0.796405,-15.387091,48.263889,288
NL-BE,cnec,47,-0.330310,-0.796405,1.613590,85.763889,288
AT-CH,cnec,47,-0.330310,-0.796405,3.083713,51.041667,288
AT-CZ,cnec,47,-0.330310,-0.796405,-17.511153,89.583333,288
CZ-PL,cnec,47,-0.330310,-0.796405,-4.609414,66.666667,288
DE_LU-FR,cnec,48,0.456290,0.616913,33.232249,88.194444,288
DE_LU-PL,cnec,48,0.456290,0.616913,-13.497690,86.458333,288
DE_LU-CZ,cnec,48,0.456290,0.616913,-9.260008,88.888889,288
DE_LU-NL,cnec,48,0.456290,0.616913,3.527390,81.944444,288
DE_LU-BE,cnec,48,0.456290,0.616913,5.398648,87.152778,288
DE_LU-AT,cnec,48,0.456290,0.616913,10.087912,81.597222,288
DE_LU-CH,cnec,48,0.456290,0.616913,14.315505,55.208333,288
FR-BE,cnec,48,0.456290,0.616913,-27.833602,88.194444,288
FR-CH,cnec,48,0.456290,0.616913,-18.916744,47.222222,288
NL-BE,cnec,48,0.456290,0.616913,1.871258,86.458333,288
AT-CH,cnec,48,0.456290,0.616913,4.227593,53.472222,288
AT-CZ,cnec,48,0.456290,0.616913,-19.347920,88.541667,288
CZ-PL,cnec,48,0.456290,0.616913,-4.237682,71.527778,288
DE_LU-FR,cnec,49,1.459019,0.692542,36.350370,88.541667,288
DE_LU-PL,cnec,49,1.459019,0.692542,-11.731124,90.625000,288
DE_LU-CZ,cnec,49,1.459019,0.692542,-8.448952,90.277778,288
DE_LU-NL,cnec,49,1.459019,0.692542,2.348940,78.819444,288
DE_LU-BE,cnec,49,1.459019,0.692542,3.554619,87.152778,288
DE_LU-AT,cnec,49,1.459019,0.692542,11.293481,82.291667,288
DE_LU-CH,cnec,49,1.459019,0.692542,16.093936,54.513889,288
FR-BE,cnec,49,1.459019,0.692542,-32.795751,88.888889,288
FR-CH,cnec,49,1.459019,0.692542,-20.256434,46.527778,288
NL-BE,cnec,49,1.459019,0.692542,1.205679,86.111111,288
AT-CH,cnec,49,1.459019,0.692542,4.800455,56.250000,288
AT-CZ,cnec,49,1.459019,0.692542,-19.742433,91.319444,288
CZ-PL,cnec,49,1.459019,0.692542,-3.282172,72.916667,288
DE_LU-FR,cnec,50,0.022777,0.131268,30.651565,87.847222,288
DE_LU-PL,cnec,50,0.022777,0.131268,-13.996068,85.416667,288
DE_LU-CZ,cnec,50,0.022777,0.131268,-9.448159,86.111111,288
DE_LU-NL,cnec,50,0.022777,0.131268,3.716907,82.291667,288
DE_LU-BE,cnec,50,0.022777,0.131268,5.702797,88.541667,288
DE_LU-AT,cnec,50,0.022777,0.131268,9.392746,79.166667,288
DE_LU-CH,cnec,50,0.022777,0.131268,13.106836,54.513889,288
FR-BE,cnec,50,0.022777,0.131268,-24.948767,89.583333,288
FR-CH,cnec,50,0.022777,0.131268,-17.544728,47.916667,288
NL-BE,cnec,50,0.022777,0.131268,1.985891,86.458333,288
AT-CH,cnec,50,0.022777,0.131268,3.714090,51.736111,288
AT-CZ,cnec,50,0.022777,0.131268,-18.840905,88.541667,288
CZ-PL,cnec,50,0.022777,0.131268,-4.547909,69.444444,288
DE_LU-FR,cnec,51,1.334060,1.687591,39.126158,88.888889,288
DE_LU-PL,cnec,51,1.334060,1.687591,-13.073068,91.319444,288
DE_LU-CZ,cnec,51,1.334060,1.687591,-9.249798,90.972222,288
DE_LU-NL,cnec,51,1.334060,1.687591,3.295559,81.250000,288
DE_LU-BE,cnec,51,1.334060,1.687591,5.256179,88.194444,288
DE_LU-AT,cnec,51,1.334060,1.687591,11.595635,80.555556,288
DE_LU-CH,cnec,51,1.334060,1.687591,17.062381,54.513889,288
FR-BE,cnec,51,1.334060,1.687591,-33.869978,88.888889,288
FR-CH,cnec,51,1.334060,1.687591,-22.063777,47.222222,288
NL-BE,cnec,51,1.334060,1.687591,1.960621,86.805556,288
AT-CH,cnec,51,1.334060,1.687591,5.466745,53.819444,288
AT-CZ,cnec,51,1.334060,1.687591,-20.845433,93.402778,288
CZ-PL,cnec,51,1.334060,1.687591,-3.823270,73.611111,288
DE_LU-FR,cnec,52,-0.479891,0.459232,30.624400,87.152778,288
DE_LU-PL,cnec,52,-0.479891,0.459232,-16.287434,88.541667,288
DE_LU-CZ,cnec,52,-0.479891,0.459232,-10.431450,86.458333,288
DE_LU-NL,cnec,52,-0.479891,0.459232,4.508441,83.680556,288
DE_LU-BE,cnec,52,-0.479891,0.459232,7.302993,87.847222,288
DE_LU-AT,cnec,52,-0.479891,0.459232,9.288076,77.430556,288
DE_LU-CH,cnec,52,-0.479891,0.459232,13.095289,52.777778,288
FR-BE,cnec,52,-0.479891,0.459232,-23.321407,87.847222,288
FR-CH,cnec,52,-0.479891,0.459232,-17.529111,48.263889,288
NL-BE,cnec,52,-0.479891,0.459232,2.794552,87.847222,288
AT-CH,cnec,52,-0.479891,0.459232,3.807212,51.736111,288
AT-CZ,cnec,52,-0.479891,0.459232,-19.719526,89.236111,288
CZ-PL,cnec,52,-0.479891,0.459232,-5.855984,72.916667,288
DE_LU-FR,cnec,53,-0.201312,0.690235,31.967725,86.805556,288
DE_LU-PL,cnec,53,-0.201312,0.690235,-15.736419,88.194444,288
DE_LU-CZ,cnec,53,-0.201312,0.690235,-10.255712,85.416667,288
DE_LU-NL,cnec,53,-0.201312,0.690235,4.399939,84.722222,288
DE_LU-BE,cnec,53,-0.201312,0.690235,7.133634,89.236111,288
DE_LU-AT,cnec,53,-0.201312,0.690235,9.658385,76.736111,288
DE_LU-CH,cnec,53,-0.201312,0.690235,13.569922,52.430556,288
FR-BE,cnec,53,-0.201312,0.690235,-24.834092,88.888889,288
FR-CH,cnec,53,-0.201312,0.690235,-18.397803,48.263889,288
NL-BE,cnec,53,-0.201312,0.690235,2.733695,87.500000,288
AT-CH,cnec,53,-0.201312,0.690235,3.911537,51.388889,288
AT-CZ,cnec,53,-0.201312,0.690235,-19.914097,89.236111,288
CZ-PL,cnec,53,-0.201312,0.690235,-5.480707,71.180556,288
DE_LU-FR,cnec,54,-0.206654,-0.474738,28.206069,87.847222,288
DE_LU-PL,cnec,54,-0.206654,-0.474738,-13.843274,86.458333,288
DE_LU-CZ,cnec,54,-0.206654,-0.474738,-9.246034,84.722222,288
DE_LU-NL,cnec,54,-0.206654,-0.474738,3.506999,82.291667,288
DE_LU-BE,cnec,54,-0.206654,-0.474738,5.212830,87.847222,288
DE_LU-AT,cnec,54,-0.206654,-0.474738,8.742509,78.819444,288
DE_LU-CH,cnec,54,-0.206654,-0.474738,12.073260,54.513889,288
FR-BE,cnec,54,-0.206654,-0.474738,-22.993239,88.541667,288
FR-CH,cnec,54,-0.206654,-0.474738,-16.132809,48.263889,288
NL-BE,cnec,54,-0.206654,-0.474738,1.705831,86.458333,288
AT-CH,cnec,54,-0.206654,-0.474738,3.330750,51.388889,288
AT-CZ,cnec,54,-0.206654,-0.474738,-17.988543,89.583333,288
CZ-PL,cnec,54,-0.206654,-0.474738,-4.597240,67.013889,288
DE_LU-FR,cnec,55,0.656936,-1.405683,28.164571,88.888889,288
DE_LU-PL,cnec,55,0.656936,-1.405683,-10.336633,87.847222,288
DE_LU-CZ,cnec,55,0.656936,-1.405683,-7.199819,88.541667,288
DE_LU-NL,cnec,55,0.656936,-1.405683,1.831751,80.555556,288
DE_LU-BE,cnec,55,0.656936,-1.405683,2.344490,87.152778,288
DE_LU-AT,cnec,55,0.656936,-1.405683,9.408332,81.597222,288
DE_LU-CH,cnec,55,0.656936,-1.405683,12.453660,54.166667,288
FR-BE,cnec,55,0.656936,-1.405683,-25.820081,88.541667,288
FR-CH,cnec,55,0.656936,-1.405683,-15.710911,46.875000,288
NL-BE,cnec,55,0.656936,-1.405683,0.512739,86.458333,288
AT-CH,cnec,55,0.656936,-1.405683,3.045328,55.208333,288
AT-CZ,cnec,55,0.656936,-1.405683,-16.608151,87.152778,288
CZ-PL,cnec,55,0.656936,-1.405683,-3.136815,68.055556,288
DE_LU-FR,cnec,56,0.102862,-1.652424,25.732160,88.888889,288
DE_LU-PL,cnec,56,0.102862,-1.652424,-11.100005,88.194444,288
DE_LU-CZ,cnec,56,0.102862,-1.652424,-7.499753,88.541667,288
DE_LU-NL,cnec,56,0.102862,-1.652424,2.268947,80.555556,288
DE_LU-BE,cnec,56,0.102862,-1.652424,3.069844,84.375000,288
DE_LU-AT,cnec,56,0.102862,-1.652424,8.660937,80.555556,288
DE_LU-CH,cnec,56,0.102862,-1.652424,11.365122,55.208333,288
FR-BE,cnec,56,0.102862,-1.652424,-22.662316,88.888889,288
FR-CH,cnec,56,0.102862,-1.652424,-14.367037,47.222222,288
NL-BE,cnec,56,0.102862,-1.652424,0.800897,85.763889,288
AT-CH,cnec,56,0.102862,-1.652424,2.704185,53.472222,288
AT-CZ,cnec,56,0.102862,-1.652424,-16.160690,89.583333,288
CZ-PL,cnec,56,0.102862,-1.652424,-3.600252,68.402778,288
DE_LU-FR,cnec,57,-0.935771,-0.427069,26.953668,87.500000,288
DE_LU-PL,cnec,57,-0.935771,-0.427069,-16.230598,89.583333,288
DE_LU-CZ,cnec,57,-0.935771,-0.427069,-10.213010,87.500000,288
DE_LU-NL,cnec,57,-0.935771,-0.427069,4.371198,84.027778,288
DE_LU-BE,cnec,57,-0.935771,-0.427069,6.872027,88.541667,288
DE_LU-AT,cnec,57,-0.935771,-0.427069,8.369363,76.041667,288
DE_LU-CH,cnec,57,-0.935771,-0.427069,11.608870,51.736111,288
FR-BE,cnec,57,-0.935771,-0.427069,-20.081641,89.236111,288
FR-CH,cnec,57,-0.935771,-0.427069,-15.344797,49.305556,288
NL-BE,cnec,57,-0.935771,-0.427069,2.500829,87.847222,288
AT-CH,cnec,57,-0.935771,-0.427069,3.239507,51.041667,288
AT-CZ,cnec,57,-0.935771,-0.427069,-18.582373,89.930556,288
CZ-PL,cnec,57,-0.935771,-0.427069,-6.017588,71.527778,288
DE_LU-FR,cnec,58,-0.684515,-0.987008,25.577743,86.805556,288
DE_LU-PL,cnec,58,-0.684515,-0.987008,-14.364085,87.500000,288
DE_LU-CZ,cnec,58,-0.684515,-0.987008,-9.319975,85.069444,288
DE_LU-NL,cnec,58,-0.684515,-0.987008,3.717620,83.680556,288
DE_LU-BE,cnec,58,-0.684515,-0.987008,5.624410,88.541667,288
DE_LU-AT,cnec,58,-0.684515,-0.987008,8.084226,76.388889,288
DE_LU-CH,cnec,58,-0.684515,-0.987008,11.003238,52.083333,288
FR-BE,cnec,58,-0.684515,-0.987008,-19.953333,88.541667,288
FR-CH,cnec,58,-0.684515,-0.987008,-14.574506,48.263889,288
NL-BE,cnec,58,-0.684515,-0.987008,1.906790,87.500000,288
AT-CH,cnec,58,-0.684515,-0.987008,2.919012,51.041667,288
AT-CZ,cnec,58,-0.684515,-0.987008,-17.404201,89.930556,288
CZ-PL,cnec,58,-0.684515,-0.987008,-5.044110,70.486111,288
DE_LU-FR,cnec,59,-0.549305,0.367226,30.219106,87.152778,288
DE_LU-PL,cnec,59,-0.549305,0.367226,-16.339945,88.194444,288
DE_LU-CZ,cnec,59,-0.549305,0.367226,-10.432362,86.458333,288
DE_LU-NL,cnec,59,-0.549305,0.367226,4.523347,84.027778,288
DE_LU-BE,cnec,59,-0.549305,0.367226,7.315508,87.847222,288
DE_LU-AT,cnec,59,-0.549305,0.367226,9.167821,77.083333,288
DE_LU-CH,cnec,59,-0.549305,0.367226,12.926187,52.777778,288
FR-BE,cnec,59,-0.549305,0.367226,-22.903598,87.847222,288
FR-CH,cnec,59,-0.549305,0.367226,-17.292918,48.263889,288
NL-BE,cnec,59,-0.549305,0.367226,2.792160,87.847222,288
AT-CH,cnec,59,-0.549305,0.367226,3.758367,51.388889,288
AT-CZ,cnec,59,-0.549305,0.367226,-19.600183,89.583333,288
CZ-PL,cnec,59,-0.549305,0.367226,-5.907582,73.263889,288
DE_LU-FR,cnec,60,-0.619270,0.740180,31.455140,87.847222,288
DE_LU-PL,cnec,60,-0.619270,0.740180,-17.253738,88.888889,288
DE_LU-CZ,cnec,60,-0.619270,0.740180,-10.911188,89.236111,288
DE_LU-NL,cnec,60,-0.619270,0.740180,4.835441,84.027778,288
DE_LU-BE,cnec,60,-0.619270,0.740180,8.006522,88.888889,288
DE_LU-AT,cnec,60,-0.619270,0.740180,9.485275,76.041667,288
DE_LU-CH,cnec,60,-0.619270,0.740180,13.442307,51.736111,288
FR-BE,cnec,60,-0.619270,0.740180,-23.448618,88.888889,288
FR-CH,cnec,60,-0.619270,0.740180,-18.012833,49.305556,288
NL-BE,cnec,60,-0.619270,0.740180,3.171081,87.500000,288
AT-CH,cnec,60,-0.619270,0.740180,3.957033,51.041667,288
AT-CZ,cnec,60,-0.619270,0.740180,-20.396463,90.972222,288
CZ-PL,cnec,60,-0.619270,0.740180,-6.342550,72.569444,288
DE_LU-FR,cnec,61,-0.379534,1.170664,33.248477,87.847222,288
DE_LU-PL,cnec,61,-0.379534,1.170664,-17.201273,88.194444,288
DE_LU-CZ,cnec,61,-0.379534,1.170664,-10.968003,87.152778,288
DE_LU-NL,cnec,61,-0.379534,1.170664,4.918492,85.069444,288
DE_LU-BE,cnec,61,-0.379534,1.170664,8.230142,89.236111,288
DE_LU-AT,cnec,61,-0.379534,1.170664,9.850002,77.083333,288
DE_LU-CH,cnec,61,-0.379534,1.170664,14.143508,52.777778,288
FR-BE,cnec,61,-0.379534,1.170664,-25.018335,88.194444,288
FR-CH,cnec,61,-0.379534,1.170664,-19.104969,48.958333,288
NL-BE,cnec,61,-0.379534,1.170664,3.311650,88.541667,288
AT-CH,cnec,61,-0.379534,1.170664,4.293507,51.388889,288
AT-CZ,cnec,61,-0.379534,1.170664,-20.818004,90.625000,288
CZ-PL,cnec,61,-0.379534,1.170664,-6.233270,74.652778,288
DE_LU-FR,cnec,62,1.765113,-0.386586,34.326434,88.194444,288
DE_LU-PL,cnec,62,1.765113,-0.386586,-9.696859,90.625000,288
DE_LU-CZ,cnec,62,1.765113,-0.386586,-7.363628,90.625000,288
DE_LU-NL,cnec,62,1.765113,-0.386586,0.989733,80.902778,288
DE_LU-BE,cnec,62,1.765113,-0.386586,1.189274,88.541667,288
DE_LU-AT,cnec,62,1.765113,-0.386586,10.945673,81.944444,288
DE_LU-CH,cnec,62,1.765113,-0.386586,15.566432,55.555556,288
FR-BE,cnec,62,1.765113,-0.386586,-33.137160,89.583333,288
FR-CH,cnec,62,1.765113,-0.386586,-18.760003,45.833333,288
NL-BE,cnec,62,1.765113,-0.386586,0.199541,85.416667,288
AT-CH,cnec,62,1.765113,-0.386586,4.620759,54.166667,288
AT-CZ,cnec,62,1.765113,-0.386586,-18.309300,91.666667,288
CZ-PL,cnec,62,1.765113,-0.386586,-2.333231,75.347222,288
DE_LU-FR,cnec,63,0.221338,0.147888,31.163115,87.500000,288
DE_LU-PL,cnec,63,0.221338,0.147888,-13.414881,85.069444,288
DE_LU-CZ,cnec,63,0.221338,0.147888,-9.148372,86.458333,288
DE_LU-NL,cnec,63,0.221338,0.147888,3.469248,80.902778,288
DE_LU-BE,cnec,63,0.221338,0.147888,5.242489,86.458333,288
DE_LU-AT,cnec,63,0.221338,0.147888,9.568525,80.208333,288
DE_LU-CH,cnec,63,0.221338,0.147888,13.401184,54.166667,288
FR-BE,cnec,63,0.221338,0.147888,-25.920626,88.194444,288
FR-CH,cnec,63,0.221338,0.147888,-17.761931,47.569444,288
NL-BE,cnec,63,0.221338,0.147888,1.773241,86.111111,288
AT-CH,cnec,63,0.221338,0.147888,3.832659,52.777778,288
AT-CZ,cnec,63,0.221338,0.147888,-18.716896,87.847222,288
CZ-PL,cnec,63,0.221338,0.147888,-4.266509,69.097222,288
DE_LU-FR,cnec,64,-1.176453,-1.301087,23.819553,87.152778,288
DE_LU-PL,cnec,64,-1.176453,-1.301087,-15.289391,88.194444,288
DE_LU-CZ,cnec,64,-1.176453,-1.301087,-9.619685,86.111111,288
DE_LU-NL,cnec,64,-1.176453,-1.301087,4.041527,82.291667,288
DE_LU-BE,cnec,64,-1.176453,-1.301087,6.132144,88.194444,288
DE_LU-AT,cnec,64,-1.176453,-1.301087,7.733559,75.694444,288
DE_LU-CH,cnec,64,-1.176453,-1.301087,10.431426,51.736111,288
FR-BE,cnec,64,-1.176453,-1.301087,-17.687408,88.194444,288
FR-CH,cnec,64,-1.176453,-1.301087,-13.388126,49.305556,288
NL-BE,cnec,64,-1.176453,-1.301087,2.090617,87.500000,288
AT-CH,cnec,64,-1.176453,-1.301087,2.697867,50.694444,288
AT-CZ,cnec,64,-1.176453,-1.301087,-17.353244,89.236111,288
CZ-PL,cnec,64,-1.176453,-1.301087,-5.669706,71.180556,288
DE_LU-FR,cnec,65,-1.073413,-0.395793,26.903397,87.847222,288
DE_LU-PL,cnec,65,-1.073413,-0.395793,-16.641846,88.194444,288
