border,arm,draw,gas_sigma,co2_sigma,mean_spread,separated_pct,hours
FR-CH,ntc,70,-0.411622,1.072182,-12.965721,40.972222,288
NL-BE,ntc,70,-0.411622,1.072182,3.181353,25.347222,288
AT-CH,ntc,70,-0.411622,1.072182,1.169610,21.527778,288
AT-CZ,ntc,70,-0.411622,1.072182,-9.017745,44.097222,288
CZ-PL,ntc,70,-0.411622,1.072182,-7.580861,51.041667,288
DE_LU-FR,ntc,71,0.845476,-0.161735,17.678548,52.777778,288
DE_LU-PL,ntc,71,0.845476,-0.161735,-7.552186,44.444444,288
DE_LU-CZ,ntc,71,0.845476,-0.161735,-1.418428,26.388889,288
DE_LU-NL,ntc,71,0.845476,-0.161735,3.906013,19.097222,288
DE_LU-BE,ntc,71,0.845476,-0.161735,6.575001,26.736111,288
DE_LU-AT,ntc,71,0.845476,-0.161735,3.330328,12.152778,288
DE_LU-CH,ntc,71,0.845476,-0.161735,4.895637,23.263889,288
FR-BE,ntc,71,0.845476,-0.161735,-11.103547,38.194444,288
FR-CH,ntc,71,0.845476,-0.161735,-12.782911,31.250000,288
NL-BE,ntc,71,0.845476,-0.161735,2.668988,20.138889,288
AT-CH,ntc,71,0.845476,-0.161735,1.565309,18.750000,288
AT-CZ,ntc,71,0.845476,-0.161735,-4.748756,31.250000,288
CZ-PL,ntc,71,0.845476,-0.161735,-6.133758,38.541667,288
DE_LU-FR,ntc,72,0.886412,-0.474531,17.127852,51.736111,288
DE_LU-PL,ntc,72,0.886412,-0.474531,-7.245233,43.402778,288
DE_LU-CZ,ntc,72,0.886412,-0.474531,-1.166560,25.694444,288
DE_LU-NL,ntc,72,0.886412,-0.474531,3.731084,18.750000,288
DE_LU-BE,ntc,72,0.886412,-0.474531,6.275412,26.388889,288
DE_LU-AT,ntc,72,0.886412,-0.474531,3.247249,11.458333,288
DE_LU-CH,ntc,72,0.886412,-0.474531,4.730627,22.569444,288
FR-BE,ntc,72,0.886412,-0.474531,-10.852440,37.847222,288
FR-CH,ntc,72,0.886412,-0.474531,-12.397225,30.902778,288
NL-BE,ntc,72,0.886412,-0.474531,2.544328,19.791667,288
AT-CH,ntc,72,0.886412,-0.474531,1.483378,18.402778,288
AT-CZ,ntc,72,0.886412,-0.474531,-4.413809,30.555556,288
CZ-PL,ntc,72,0.886412,-0.474531,-6.078673,37.847222,288
DE_LU-FR,ntc,73,0.831909,0.472075,18.917175,53.125000,288
DE_LU-PL,ntc,73,0.831909,0.472075,-8.142823,44.791667,288
DE_LU-CZ,ntc,73,0.831909,0.472075,-1.871672,28.125000,288
DE_LU-NL,ntc,73,0.831909,0.472075,4.202027,18.055556,288
DE_LU-BE,ntc,73,0.831909,0.472075,7.159387,26.736111,288
DE_LU-AT,ntc,73,0.831909,0.472075,3.486957,11.805556,288
DE_LU-CH,ntc,73,0.831909,0.472075,5.261187,22.916667,288
FR-BE,ntc,73,0.831909,0.472075,-11.757787,37.847222,288
FR-CH,ntc,73,0.831909,0.472075,-13.655988,31.944444,288
NL-BE,ntc,73,0.831909,0.472075,2.957361,21.180556,288
AT-CH,ntc,73,0.831909,0.472075,1.774230,18.750000,288
AT-CZ,ntc,73,0.831909,0.472075,-5.358629,33.333333,288
CZ-PL,ntc,73,0.831909,0.472075,-6.271151,38.888889,288
DE_LU-FR,ntc,74,-0.505272,0.400716,16.964751,62.847222,288
DE_LU-PL,ntc,74,-0.505272,0.400716,-11.408472,60.763889,288
DE_LU-CZ,ntc,74,-0.505272,0.400716,-4.298382,33.680556,288
DE_LU-NL,ntc,74,-0.505272,0.400716,4.566793,21.875000,288
DE_LU-BE,ntc,74,-0.505272,0.400716,7.456017,33.680556,288
DE_LU-AT,ntc,74,-0.505272,0.400716,4.140135,15.277778,288
DE_LU-CH,ntc,74,-0.505272,0.400716,5.069090,24.652778,288
FR-BE,ntc,74,-0.505272,0.400716,-9.508735,44.791667,288
FR-CH,ntc,74,-0.505272,0.400716,-11.895661,40.277778,288
NL-BE,ntc,74,-0.505272,0.400716,2.889223,25.000000,288
AT-CH,ntc,74,-0.505272,0.400716,0.928955,21.875000,288
AT-CZ,ntc,74,-0.505272,0.400716,-8.438518,43.750000,288
CZ-PL,ntc,74,-0.505272,0.400716,-7.110090,51.041667,288
DE_LU-FR,ntc,75,0.268495,-1.395969,14.411961,53.125000,288
DE_LU-PL,ntc,75,0.268495,-1.395969,-7.045857,45.138889,288
DE_LU-CZ,ntc,75,0.268495,-1.395969,-1.456627,27.777778,288
DE_LU-NL,ntc,75,0.268495,-1.395969,3.402987,15.625000,288
DE_LU-BE,ntc,75,0.268495,-1.395969,5.648930,26.041667,288
DE_LU-AT,ntc,75,0.268495,-1.395969,3.139259,11.111111,288
DE_LU-CH,ntc,75,0.268495,-1.395969,3.988194,22.569444,288
FR-BE,ntc,75,0.268495,-1.395969,-8.763031,37.847222,288
FR-CH,ntc,75,0.268495,-1.395969,-10.423767,32.291667,288
NL-BE,ntc,75,0.268495,-1.395969,2.245943,21.527778,288
AT-CH,ntc,75,0.268495,-1.395969,0.848935,18.402778,288
AT-CZ,ntc,75,0.268495,-1.395969,-4.595886,33.333333,288
CZ-PL,ntc,75,0.268495,-1.395969,-5.589230,39.583333,288
DE_LU-FR,ntc,76,0.518162,0.850921,19.150835,57.291667,288
DE_LU-PL,ntc,76,0.518162,0.850921,-9.043220,46.180556,288
DE_LU-CZ,ntc,76,0.518162,0.850921,-2.718300,30.208333,288
DE_LU-NL,ntc,76,0.518162,0.850921,4.373180,19.097222,288
DE_LU-BE,ntc,76,0.518162,0.850921,7.517115,27.777778,288
DE_LU-AT,ntc,76,0.518162,0.850921,3.683491,12.500000,288
DE_LU-CH,ntc,76,0.518162,0.850921,5.430491,23.611111,288
FR-BE,ntc,76,0.518162,0.850921,-11.633720,41.319444,288
FR-CH,ntc,76,0.518162,0.850921,-13.720343,35.069444,288
NL-BE,ntc,76,0.518162,0.850921,3.143935,22.569444,288
AT-CH,ntc,76,0.518162,0.850921,1.747001,19.444444,288
AT-CZ,ntc,76,0.518162,0.850921,-6.401791,37.500000,288
CZ-PL,ntc,76,0.518162,0.850921,-6.324920,40.972222,288
DE_LU-FR,ntc,77,0.622872,-1.814944,14.188449,51.041667,288
DE_LU-PL,ntc,77,0.622872,-1.814944,-6.406897,43.402778,288
DE_LU-CZ,ntc,77,0.622872,-1.814944,-0.718350,24.652778,288
DE_LU-NL,ntc,77,0.622872,-1.814944,3.098543,17.013889,288
DE_LU-BE,ntc,77,0.622872,-1.814944,5.113385,26.736111,288
DE_LU-AT,ntc,77,0.622872,-1.814944,3.011063,11.111111,288
DE_LU-CH,ntc,77,0.622872,-1.814944,3.925912,22.222222,288
FR-BE,ntc,77,0.622872,-1.814944,-9.075064,36.805556,288
FR-CH,ntc,77,0.622872,-1.814944,-10.262536,30.555556,288
NL-BE,ntc,77,0.622872,-1.814944,2.014841,20.138889,288
AT-CH,ntc,77,0.622872,-1.814944,0.914850,18.402778,288
AT-CZ,ntc,77,0.622872,-1.814944,-3.729413,28.819444,288
CZ-PL,ntc,77,0.622872,-1.814944,-5.688546,40.277778,288
DE_LU-FR,ntc,78,0.700726,0.009768,17.817752,53.125000,288
DE_LU-PL,ntc,78,0.700726,0.009768,-7.839081,45.486111,288
DE_LU-CZ,ntc,78,0.700726,0.009768,-1.749856,27.777778,288
DE_LU-NL,ntc,78,0.700726,0.009768,4.002254,17.708333,288
DE_LU-BE,ntc,78,0.700726,0.009768,6.790466,26.388889,288
DE_LU-AT,ntc,78,0.700726,0.009768,3.397037,11.805556,288
DE_LU-CH,ntc,78,0.700726,0.009768,4.946585,22.916667,288
FR-BE,ntc,78,0.700726,0.009768,-11.027286,37.847222,288
FR-CH,ntc,78,0.700726,0.009768,-12.871167,31.944444,288
NL-BE,ntc,78,0.700726,0.009768,2.788212,21.180556,288
AT-CH,ntc,78,0.700726,0.009768,1.549548,18.750000,288
AT-CZ,ntc,78,0.700726,0.009768,-5.146893,32.986111,288
CZ-PL,ntc,78,0.700726,0.009768,-6.089226,39.583333,288
DE_LU-FR,ntc,79,-1.779104,-0.870308,13.862439,65.972222,288
DE_LU-PL,ntc,79,-1.779104,-0.870308,-13.812513,71.180556,288
DE_LU-CZ,ntc,79,-1.779104,-0.870308,-5.704451,35.069444,288
DE_LU-NL,ntc,79,-1.779104,-0.870308,5.013414,24.305556,288
DE_LU-BE,ntc,79,-1.779104,-0.870308,7.051495,35.763889,288
DE_LU-AT,ntc,79,-1.779104,-0.870308,4.283618,15.277778,288
DE_LU-CH,ntc,79,-1.779104,-0.870308,4.281715,25.000000,288
FR-BE,ntc,79,-1.779104,-0.870308,-6.810943,47.222222,288
FR-CH,ntc,79,-1.779104,-0.870308,-9.580723,43.402778,288
NL-BE,ntc,79,-1.779104,-0.870308,2.038082,26.388889,288
AT-CH,ntc,79,-1.779104,-0.870308,-0.001903,21.875000,288
AT-CZ,ntc,79,-1.779104,-0.870308,-9.988069,44.444444,288
CZ-PL,ntc,79,-1.779104,-0.870308,-8.108062,55.208333,288
DE_LU-FR,ntc,80,0.069709,2.186651,21.334904,62.847222,288
DE_LU-PL,ntc,80,0.069709,2.186651,-12.410538,57.986111,288
DE_LU-CZ,ntc,80,0.069709,2.186651,-4.521730,31.944444,288
DE_LU-NL,ntc,80,0.069709,2.186651,5.268489,22.569444,288
DE_LU-BE,ntc,80,0.069709,2.186651,8.914691,34.027778,288
DE_LU-AT,ntc,80,0.069709,2.186651,4.460562,15.277778,288
DE_LU-CH,ntc,80,0.069709,2.186651,6.291923,24.652778,288
FR-BE,ntc,80,0.069709,2.186651,-12.420214,44.791667,288
FR-CH,ntc,80,0.069709,2.186651,-15.042981,40.277778,288
NL-BE,ntc,80,0.069709,2.186651,3.646202,25.000000,288
AT-CH,ntc,80,0.069709,2.186651,1.831361,21.527778,288
AT-CZ,ntc,80,0.069709,2.186651,-8.982292,42.013889,288
CZ-PL,ntc,80,0.069709,2.186651,-7.888808,50.000000,288
DE_LU-FR,ntc,81,-0.981155,0.356665,16.681504,64.930556,288
DE_LU-PL,ntc,81,-0.981155,0.356665,-12.904972,66.319444,288
DE_LU-CZ,ntc,81,-0.981155,0.356665,-5.123627,36.805556,288
DE_LU-NL,ntc,81,-0.981155,0.356665,4.978283,22.916667,288
DE_LU-BE,ntc,81,-0.981155,0.356665,7.793642,34.722222,288
DE_LU-AT,ntc,81,-0.981155,0.356665,4.412595,15.277778,288
DE_LU-CH,ntc,81,-0.981155,0.356665,5.130908,25.000000,288
FR-BE,ntc,81,-0.981155,0.356665,-8.887862,45.833333,288
FR-CH,ntc,81,-0.981155,0.356665,-11.550596,42.013889,288
NL-BE,ntc,81,-0.981155,0.356665,2.815359,25.694444,288
AT-CH,ntc,81,-0.981155,0.356665,0.718313,21.875000,288
AT-CZ,ntc,81,-0.981155,0.356665,-9.536222,45.833333,288
CZ-PL,ntc,81,-0.981155,0.356665,-7.781345,53.472222,288
DE_LU-FR,ntc,82,0.389930,-0.122366,17.044276,56.250000,288
DE_LU-PL,ntc,82,0.389930,-0.122366,-8.137875,45.138889,288
DE_LU-CZ,ntc,82,0.389930,-0.122366,-2.204334,29.166667,288
DE_LU-NL,ntc,82,0.389930,-0.122366,3.957250,17.708333,288
DE_LU-BE,ntc,82,0.389930,-0.122366,6.730084,27.430556,288
DE_LU-AT,ntc,82,0.389930,-0.122366,3.431978,11.805556,288
DE_LU-CH,ntc,82,0.389930,-0.122366,4.766389,22.222222,288
FR-BE,ntc,82,0.389930,-0.122366,-10.314192,40.625000,288
FR-CH,ntc,82,0.389930,-0.122366,-12.277887,35.069444,288
NL-BE,ntc,82,0.389930,-0.122366,2.772834,22.222222,288
AT-CH,ntc,82,0.389930,-0.122366,1.334411,19.444444,288
AT-CZ,ntc,82,0.389930,-0.122366,-5.636312,36.458333,288
CZ-PL,ntc,82,0.389930,-0.122366,-5.933540,40.625000,288
DE_LU-FR,ntc,83,1.903815,1.436139,22.495671,49.305556,288
DE_LU-PL,ntc,83,1.903815,1.436139,-8.292714,42.361111,288
DE_LU-CZ,ntc,83,1.903815,1.436139,-1.009185,26.041667,288
DE_LU-NL,ntc,83,1.903815,1.436139,4.414345,18.750000,288
DE_LU-BE,ntc,83,1.903815,1.436139,7.754580,27.777778,288
DE_LU-AT,ntc,83,1.903815,1.436139,3.681481,11.458333,288
DE_LU-CH,ntc,83,1.903815,1.436139,6.390357,20.833333,288
FR-BE,ntc,83,1.903815,1.436139,-14.741091,37.500000,288
FR-CH,ntc,83,1.903815,1.436139,-16.105314,30.208333,288
NL-BE,ntc,83,1.903815,1.436139,3.340235,19.444444,288
AT-CH,ntc,83,1.903815,1.436139,2.708875,18.750000,288
AT-CZ,ntc,83,1.903815,1.436139,-4.690666,29.166667,288
CZ-PL,ntc,83,1.903815,1.436139,-7.283529,38.888889,288
DE_LU-FR,ntc,84,0.428374,1.298665,19.939710,57.638889,288
DE_LU-PL,ntc,84,0.428374,1.298665,-9.849150,49.305556,288
DE_LU-CZ,ntc,84,0.428374,1.298665,-3.196024,30.555556,288
DE_LU-NL,ntc,84,0.428374,1.298665,4.637602,20.486111,288
DE_LU-BE,ntc,84,0.428374,1.298665,7.912611,28.819444,288
DE_LU-AT,ntc,84,0.428374,1.298665,3.873951,13.194444,288
DE_LU-CH,ntc,84,0.428374,1.298665,5.719305,23.611111,288
FR-BE,ntc,84,0.428374,1.298665,-12.027099,41.666667,288
FR-CH,ntc,84,0.428374,1.298665,-14.220405,35.763889,288
NL-BE,ntc,84,0.428374,1.298665,3.275009,22.916667,288
AT-CH,ntc,84,0.428374,1.298665,1.845354,19.444444,288
AT-CZ,ntc,84,0.428374,1.298665,-7.069975,38.541667,288
CZ-PL,ntc,84,0.428374,1.298665,-6.653126,44.097222,288
DE_LU-FR,ntc,85,1.091892,0.361890,19.062422,52.430556,288
DE_LU-PL,ntc,85,1.091892,0.361890,-7.816319,43.055556,288
DE_LU-CZ,ntc,85,1.091892,0.361890,-1.412996,26.388889,288
DE_LU-NL,ntc,85,1.091892,0.361890,4.106938,19.444444,288
DE_LU-BE,ntc,85,1.091892,0.361890,6.981997,26.736111,288
DE_LU-AT,ntc,85,1.091892,0.361890,3.400373,11.805556,288
DE_LU-CH,ntc,85,1.091892,0.361890,5.286837,22.916667,288
FR-BE,ntc,85,1.091892,0.361890,-12.080425,38.194444,288
FR-CH,ntc,85,1.091892,0.361890,-13.775585,31.250000,288
NL-BE,ntc,85,1.091892,0.361890,2.875058,19.791667,288
AT-CH,ntc,85,1.091892,0.361890,1.886463,18.402778,288
AT-CZ,ntc,85,1.091892,0.361890,-4.813369,30.902778,288
CZ-PL,ntc,85,1.091892,0.361890,-6.403323,37.152778,288
DE_LU-FR,ntc,86,-0.424523,0.053825,16.274333,62.152778,288
DE_LU-PL,ntc,86,-0.424523,0.053825,-10.540679,58.680556,288
DE_LU-CZ,ntc,86,-0.424523,0.053825,-3.856261,32.638889,288
DE_LU-NL,ntc,86,-0.424523,0.053825,4.361530,21.527778,288
DE_LU-BE,ntc,86,-0.424523,0.053825,7.087322,33.333333,288
DE_LU-AT,ntc,86,-0.424523,0.053825,3.935936,14.930556,288
DE_LU-CH,ntc,86,-0.424523,0.053825,4.835296,24.305556,288
FR-BE,ntc,86,-0.424523,0.053825,-9.187010,44.097222,288
FR-CH,ntc,86,-0.424523,0.053825,-11.439036,39.930556,288
NL-BE,ntc,86,-0.424523,0.053825,2.725792,25.000000,288
AT-CH,ntc,86,-0.424523,0.053825,0.899360,21.527778,288
AT-CZ,ntc,86,-0.424523,0.053825,-7.792198,43.055556,288
CZ-PL,ntc,86,-0.424523,0.053825,-6.684418,49.652778,288
DE_LU-FR,ntc,87,-0.067693,-0.294762,16.011261,59.027778,288
DE_LU-PL,ntc,87,-0.067693,-0.294762,-8.881384,50.347222,288
DE_LU-CZ,ntc,87,-0.067693,-0.294762,-2.936732,30.902778,288
DE_LU-NL,ntc,87,-0.067693,-0.294762,4.005382,20.486111,288
DE_LU-BE,ntc,87,-0.067693,-0.294762,6.629988,29.861111,288
DE_LU-AT,ntc,87,-0.067693,-0.294762,3.580419,13.888889,288
DE_LU-CH,ntc,87,-0.067693,-0.294762,4.591641,23.958333,288
FR-BE,ntc,87,-0.067693,-0.294762,-9.381272,42.361111,288
FR-CH,ntc,87,-0.067693,-0.294762,-11.419620,36.805556,288
NL-BE,ntc,87,-0.067693,-0.294762,2.624606,23.263889,288
AT-CH,ntc,87,-0.067693,-0.294762,1.011222,20.138889,288
AT-CZ,ntc,87,-0.067693,-0.294762,-6.517151,39.583333,288
CZ-PL,ntc,87,-0.067693,-0.294762,-5.944653,44.791667,288
DE_LU-FR,ntc,88,1.620783,1.583100,22.276266,51.388889,288
DE_LU-PL,ntc,88,1.620783,1.583100,-8.561892,43.750000,288
DE_LU-CZ,ntc,88,1.620783,1.583100,-1.457226,26.041667,288
DE_LU-NL,ntc,88,1.620783,1.583100,4.574875,20.138889,288
DE_LU-BE,ntc,88,1.620783,1.583100,7.970012,27.777778,288
DE_LU-AT,ntc,88,1.620783,1.583100,3.646449,11.805556,288
DE_LU-CH,ntc,88,1.620783,1.583100,6.233094,22.222222,288
FR-BE,ntc,88,1.620783,1.583100,-14.306254,37.847222,288
FR-CH,ntc,88,1.620783,1.583100,-16.043173,30.902778,288
NL-BE,ntc,88,1.620783,1.583100,3.395138,19.791667,288
AT-CH,ntc,88,1.620783,1.583100,2.586645,18.750000,288
AT-CZ,ntc,88,1.620783,1.583100,-5.103675,29.166667,288
CZ-PL,ntc,88,1.620783,1.583100,-7.104665,37.847222,288
DE_LU-FR,ntc,89,0.596966,-0.709376,16.237529,52.777778,288
DE_LU-PL,ntc,89,0.596966,-0.709376,-7.315279,44.791667,288
DE_LU-CZ,ntc,89,0.596966,-0.709376,-1.417439,27.083333,288
DE_LU-NL,ntc,89,0.596966,-0.709376,3.678583,17.361111,288
DE_LU-BE,ntc,89,0.596966,-0.709376,6.160258,26.388889,288
DE_LU-AT,ntc,89,0.596966,-0.709376,3.250637,11.805556,288
DE_LU-CH,ntc,89,0.596966,-0.709376,4.495779,22.916667,288
FR-BE,ntc,89,0.596966,-0.709376,-10.077271,38.194444,288
FR-CH,ntc,89,0.596966,-0.709376,-11.741750,31.597222,288
NL-BE,ntc,89,0.596966,-0.709376,2.481676,20.486111,288
AT-CH,ntc,89,0.596966,-0.709376,1.245143,18.750000,288
AT-CZ,ntc,89,0.596966,-0.709376,-4.668076,32.291667,288
CZ-PL,ntc,89,0.596966,-0.709376,-5.897840,39.236111,288
DE_LU-FR,ntc,90,1.373417,0.551147,19.837953,50.347222,288
DE_LU-PL,ntc,90,1.373417,0.551147,-7.776067,42.361111,288
DE_LU-CZ,ntc,90,1.373417,0.551147,-1.185011,25.694444,288
DE_LU-NL,ntc,90,1.373417,0.551147,4.114155,19.791667,288
DE_LU-BE,ntc,90,1.373417,0.551147,7.069359,27.083333,288
DE_LU-AT,ntc,90,1.373417,0.551147,3.413931,11.111111,288
DE_LU-CH,ntc,90,1.373417,0.551147,5.490909,21.180556,288
FR-BE,ntc,90,1.373417,0.551147,-12.768594,37.152778,288
FR-CH,ntc,90,1.373417,0.551147,-14.347044,30.902778,288
NL-BE,ntc,90,1.373417,0.551147,2.955204,19.444444,288
AT-CH,ntc,90,1.373417,0.551147,2.076978,18.402778,288
AT-CZ,ntc,90,1.373417,0.551147,-4.598942,28.819444,288
CZ-PL,ntc,90,1.373417,0.551147,-6.591056,36.805556,288
DE_LU-FR,ntc,91,-0.910425,-0.374050,15.213955,64.583333,288
DE_LU-PL,ntc,91,-0.910425,-0.374050,-11.392164,63.888889,288
DE_LU-CZ,ntc,91,-0.910425,-0.374050,-4.417401,35.416667,288
DE_LU-NL,ntc,91,-0.910425,-0.374050,4.551378,22.569444,288
DE_LU-BE,ntc,91,-0.910425,-0.374050,7.054405,34.375000,288
DE_LU-AT,ntc,91,-0.910425,-0.374050,4.107804,14.930556,288
DE_LU-CH,ntc,91,-0.910425,-0.374050,4.594200,24.652778,288
FR-BE,ntc,91,-0.910425,-0.374050,-8.159550,46.527778,288
FR-CH,ntc,91,-0.910425,-0.374050,-10.619755,42.361111,288
NL-BE,ntc,91,-0.910425,-0.374050,2.503027,25.694444,288
AT-CH,ntc,91,-0.910425,-0.374050,0.486395,21.875000,288
AT-CZ,ntc,91,-0.910425,-0.374050,-8.525206,45.486111,288
CZ-PL,ntc,91,-0.910425,-0.374050,-6.974763,52.777778,288
DE_LU-FR,ntc,92,0.936719,2.106122,22.285870,56.944444,288
DE_LU-PL,ntc,92,0.936719,2.106122,-9.794112,47.222222,288
DE_LU-CZ,ntc,92,0.936719,2.106122,-2.897387,28.125000,288
DE_LU-NL,ntc,92,0.936719,2.106122,4.870625,18.750000,288
DE_LU-BE,ntc,92,0.936719,2.106122,8.488678,27.777778,288
DE_LU-AT,ntc,92,0.936719,2.106122,3.917777,12.500000,288
DE_LU-CH,ntc,92,0.936719,2.106122,6.334630,23.263889,288
FR-BE,ntc,92,0.936719,2.106122,-13.797192,40.972222,288
FR-CH,ntc,92,0.936719,2.106122,-15.951241,35.069444,288
NL-BE,ntc,92,0.936719,2.106122,3.618053,22.569444,288
AT-CH,ntc,92,0.936719,2.106122,2.416853,19.444444,288
AT-CZ,ntc,92,0.936719,2.106122,-6.815164,35.416667,288
CZ-PL,ntc,92,0.936719,2.106122,-6.896725,41.666667,288
DE_LU-FR,ntc,93,-0.782356,1.335692,18.780858,64.583333,288
DE_LU-PL,ntc,93,-0.782356,1.335692,-14.004317,66.666667,288
DE_LU-CZ,ntc,93,-0.782356,1.335692,-5.598157,37.500000,288
DE_LU-NL,ntc,93,-0.782356,1.335692,5.261856,23.611111,288
DE_LU-BE,ntc,93,-0.782356,1.335692,8.551692,35.416667,288
DE_LU-AT,ntc,93,-0.782356,1.335692,4.654253,15.277778,288
DE_LU-CH,ntc,93,-0.782356,1.335692,5.777792,25.000000,288
FR-BE,ntc,93,-0.782356,1.335692,-10.229167,45.138889,288
FR-CH,ntc,93,-0.782356,1.335692,-13.003066,41.666667,288
NL-BE,ntc,93,-0.782356,1.335692,3.289836,26.041667,288
AT-CH,ntc,93,-0.782356,1.335692,1.123539,22.222222,288
AT-CZ,ntc,93,-0.782356,1.335692,-10.252410,46.527778,288
CZ-PL,ntc,93,-0.782356,1.335692,-8.406160,53.472222,288
DE_LU-FR,ntc,94,-0.591623,-1.183315,13.709611,61.458333,288
DE_LU-PL,ntc,94,-0.591623,-1.183315,-9.027825,57.291667,288
DE_LU-CZ,ntc,94,-0.591623,-1.183315,-3.157545,32.986111,288
DE_LU-NL,ntc,94,-0.591623,-1.183315,3.944731,21.180556,288
DE_LU-BE,ntc,94,-0.591623,-1.183315,6.147072,32.638889,288
DE_LU-AT,ntc,94,-0.591623,-1.183315,3.551400,15.277778,288
DE_LU-CH,ntc,94,-0.591623,-1.183315,3.990023,25.000000,288
FR-BE,ntc,94,-0.591623,-1.183315,-7.562540,43.402778,288
FR-CH,ntc,94,-0.591623,-1.183315,-9.719589,38.541667,288
NL-BE,ntc,94,-0.591623,-1.183315,2.202340,24.305556,288
AT-CH,ntc,94,-0.591623,-1.183315,0.438623,21.527778,288
AT-CZ,ntc,94,-0.591623,-1.183315,-6.708945,42.361111,288
CZ-PL,ntc,94,-0.591623,-1.183315,-5.870279,47.916667,288
DE_LU-FR,ntc,95,0.306574,1.162675,19.489523,59.027778,288
DE_LU-PL,ntc,95,0.306574,1.162675,-9.971853,52.083333,288
DE_LU-CZ,ntc,95,0.306574,1.162675,-3.309863,30.555556,288
DE_LU-NL,ntc,95,0.306574,1.162675,4.628937,20.833333,288
DE_LU-BE,ntc,95,0.306574,1.162675,7.830781,30.208333,288
DE_LU-AT,ntc,95,0.306574,1.162675,3.887945,13.194444,288
DE_LU-CH,ntc,95,0.306574,1.162675,5.603177,23.958333,288
FR-BE,ntc,95,0.306574,1.162675,-11.658742,42.361111,288
FR-CH,ntc,95,0.306574,1.162675,-13.886345,36.805556,288
NL-BE,ntc,95,0.306574,1.162675,3.201844,23.958333,288
AT-CH,ntc,95,0.306574,1.162675,1.715232,19.444444,288
AT-CZ,ntc,95,0.306574,1.162675,-7.197808,38.888889,288
CZ-PL,ntc,95,0.306574,1.162675,-6.661990,46.527778,288
DE_LU-FR,ntc,96,-1.239496,-0.089781,15.724292,65.972222,288
DE_LU-PL,ntc,96,-1.239496,-0.089781,-13.004852,68.402778,288
DE_LU-CZ,ntc,96,-1.239496,-0.089781,-5.206748,36.805556,288
DE_LU-NL,ntc,96,-1.239496,-0.089781,4.976769,23.611111,288
DE_LU-BE,ntc,96,-1.239496,-0.089781,7.520842,35.763889,288
DE_LU-AT,ntc,96,-1.239496,-0.089781,4.414042,15.277778,288
DE_LU-CH,ntc,96,-1.239496,-0.089781,4.871646,25.000000,288
FR-BE,ntc,96,-1.239496,-0.089781,-8.203450,46.875000,288
FR-CH,ntc,96,-1.239496,-0.089781,-10.852647,43.402778,288
NL-BE,ntc,96,-1.239496,-0.089781,2.544074,26.736111,288
AT-CH,ntc,96,-1.239496,-0.089781,0.457603,21.875000,288
AT-CZ,ntc,96,-1.239496,-0.089781,-9.620790,45.833333,288
CZ-PL,ntc,96,-1.239496,-0.089781,-7.798104,54.861111,288
DE_LU-FR,ntc,97,-0.335739,-0.643146,14.943276,59.722222,288
DE_LU-PL,ntc,97,-0.335739,-0.643146,-9.156684,54.861111,288
DE_LU-CZ,ntc,97,-0.335739,-0.643146,-3.148379,30.555556,288
DE_LU-NL,ntc,97,-0.335739,-0.643146,3.956648,20.486111,288
DE_LU-BE,ntc,97,-0.335739,-0.643146,6.402246,31.597222,288
DE_LU-AT,ntc,97,-0.335739,-0.643146,3.585672,13.888889,288
DE_LU-CH,ntc,97,-0.335739,-0.643146,4.330548,24.305556,288
FR-BE,ntc,97,-0.335739,-0.643146,-8.541030,42.708333,288
FR-CH,ntc,97,-0.335739,-0.643146,-10.612729,37.500000,288
NL-BE,ntc,97,-0.335739,-0.643146,2.445599,23.958333,288
AT-CH,ntc,97,-0.335739,-0.643146,0.744875,20.833333,288
AT-CZ,ntc,97,-0.335739,-0.643146,-6.734052,39.583333,288
CZ-PL,ntc,97,-0.335739,-0.643146,-6.008304,47.916667,288
DE_LU-FR,ntc,98,1.504212,-0.591016,17.912686,48.958333,288
DE_LU-PL,ntc,98,1.504212,-0.591016,-6.802654,42.013889,288
DE_LU-CZ,ntc,98,1.504212,-0.591016,-0.335671,25.694444,288
DE_LU-NL,ntc,98,1.504212,-0.591016,3.490865,17.361111,288
DE_LU-BE,ntc,98,1.504212,-0.591016,5.967373,26.041667,288
DE_LU-AT,ntc,98,1.504212,-0.591016,3.228118,11.458333,288
DE_LU-CH,ntc,98,1.504212,-0.591016,5.122425,21.180556,288
FR-BE,ntc,98,1.504212,-0.591016,-11.945313,37.847222,288
FR-CH,ntc,98,1.504212,-0.591016,-12.790261,29.513889,288
NL-BE,ntc,98,1.504212,-0.591016,2.476508,18.055556,288
AT-CH,ntc,98,1.504212,-0.591016,1.894307,19.097222,288
AT-CZ,ntc,98,1.504212,-0.591016,-3.563789,27.777778,288
CZ-PL,ntc,98,1.504212,-0.591016,-6.466983,39.236111,288
DE_LU-FR,ntc,99,-1.291436,0.473556,16.878421,65.972222,288
DE_LU-PL,ntc,99,-1.291436,0.473556,-14.196881,70.486111,288
DE_LU-CZ,ntc,99,-1.291436,0.473556,-5.733238,36.805556,288
DE_LU-NL,ntc,99,-1.291436,0.473556,5.294009,23.611111,288
DE_LU-BE,ntc,99,-1.291436,0.473556,8.100158,35.763889,288
DE_LU-AT,ntc,99,-1.291436,0.473556,4.605761,15.277778,288
